,City,Date,PM2.5,PM10,NO2,CO,SO2,O3
336,Ahmedabad,12/3/2015,67.4506,118.127,28.5607,2.2486,14.532,34.4914
337,Ahmedabad,12/4/2015,67.4506,118.127,28.5607,2.2486,14.532,34.4914
338,Ahmedabad,12/5/2015,67.4506,118.127,28.5607,2.2486,14.532,34.4914
339,Ahmedabad,12/6/2015,67.4506,118.127,28.5607,2.2486,14.532,34.4914
340,Ahmedabad,12/7/2015,67.4506,118.127,28.5607,2.2486,14.532,34.4914
341,Ahmedabad,12/8/2015,67.4506,118.127,28.5607,2.2486,14.532,34.4914
342,Ahmedabad,12/9/2015,67.4506,118.127,28.5607,2.2486,14.532,34.4914
343,Ahmedabad,12/10/2015,67.4506,118.127,28.5607,2.2486,14.532,34.4914
344,Ahmedabad,12/11/2015,67.4506,118.127,28.5607,2.2486,14.532,34.4914
345,Ahmedabad,12/12/2015,67.4506,118.127,28.5607,2.2486,14.532,34.4914
346,Ahmedabad,12/13/2015,67.4506,118.127,28.5607,2.2486,14.532,34.4914
347,Ahmedabad,12/14/2015,67.4506,118.127,28.5607,2.2486,14.532,34.4914
348,Ahmedabad,12/15/2015,67.4506,118.127,28.5607,2.2486,14.532,34.4914
349,Ahmedabad,12/16/2015,67.4506,118.127,28.5607,2.2486,14.532,34.4914
350,Ahmedabad,12/17/2015,67.4506,118.127,28.5607,2.2486,14.532,34.4914
351,Ahmedabad,12/18/2015,67.4506,118.127,28.5607,2.2486,14.532,34.4914
352,Ahmedabad,12/19/2015,67.4506,118.127,28.5607,2.2486,14.532,34.4914
353,Ahmedabad,12/20/2015,67.4506,118.127,28.5607,2.2486,14.532,34.4914
354,Ahmedabad,12/21/2015,67.4506,118.127,28.5607,2.2486,14.532,34.4914
355,Ahmedabad,12/22/2015,67.4506,118.127,28.5607,2.2486,14.532,34.4914
356,Ahmedabad,12/23/2015,67.4506,118.127,28.5607,2.2486,14.532,34.4914
357,Ahmedabad,12/24/2015,67.4506,118.127,28.5607,2.2486,14.532,34.4914
358,Ahmedabad,12/25/2015,67.4506,118.127,28.5607,2.2486,14.532,34.4914
359,Ahmedabad,12/26/2015,67.4506,118.127,28.5607,2.2486,14.532,34.4914
360,Ahmedabad,12/27/2015,67.4506,118.127,28.5607,2.2486,14.532,34.4914
361,Ahmedabad,12/28/2015,67.4506,118.127,28.5607,2.2486,14.532,34.4914
362,Ahmedabad,12/29/2015,67.4506,118.127,28.5607,2.2486,14.532,34.4914
363,Ahmedabad,12/30/2015,67.4506,118.127,28.5607,2.2486,14.532,34.4914
364,Ahmedabad,12/31/2015,67.4506,118.127,28.5607,2.2486,14.532,34.4914
365,Ahmedabad,1/1/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
366,Ahmedabad,1/2/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
367,Ahmedabad,1/3/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
368,Ahmedabad,1/4/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
369,Ahmedabad,1/5/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
370,Ahmedabad,1/6/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
371,Ahmedabad,1/7/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
372,Ahmedabad,1/8/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
373,Ahmedabad,1/9/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
374,Ahmedabad,1/10/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
375,Ahmedabad,1/11/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
376,Ahmedabad,1/12/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
377,Ahmedabad,1/13/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
378,Ahmedabad,1/14/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
379,Ahmedabad,1/15/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
380,Ahmedabad,1/16/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
381,Ahmedabad,1/17/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
382,Ahmedabad,1/18/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
383,Ahmedabad,1/19/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
384,Ahmedabad,1/20/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
385,Ahmedabad,1/21/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
386,Ahmedabad,1/22/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
387,Ahmedabad,1/23/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
388,Ahmedabad,1/24/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
389,Ahmedabad,1/25/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
390,Ahmedabad,1/26/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
391,Ahmedabad,1/27/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
392,Ahmedabad,1/28/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
393,Ahmedabad,1/29/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
394,Ahmedabad,1/30/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
395,Ahmedabad,1/31/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
396,Ahmedabad,2/1/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
397,Ahmedabad,2/2/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
398,Ahmedabad,2/3/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
399,Ahmedabad,2/4/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
400,Ahmedabad,2/5/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
401,Ahmedabad,2/6/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
402,Ahmedabad,2/7/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
403,Ahmedabad,2/8/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
404,Ahmedabad,2/9/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
405,Ahmedabad,2/10/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
406,Ahmedabad,2/11/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
407,Ahmedabad,2/12/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
408,Ahmedabad,2/13/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
409,Ahmedabad,2/14/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
410,Ahmedabad,2/15/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
411,Ahmedabad,2/16/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
412,Ahmedabad,2/17/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
413,Ahmedabad,2/18/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
414,Ahmedabad,2/19/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
415,Ahmedabad,2/20/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
416,Ahmedabad,2/21/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
417,Ahmedabad,2/22/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
418,Ahmedabad,2/23/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
419,Ahmedabad,2/24/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
420,Ahmedabad,2/25/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
421,Ahmedabad,2/26/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
422,Ahmedabad,2/27/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
423,Ahmedabad,2/28/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
424,Ahmedabad,2/29/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
425,Ahmedabad,3/1/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
426,Ahmedabad,3/2/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
427,Ahmedabad,3/3/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
428,Ahmedabad,3/4/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
429,Ahmedabad,3/5/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
430,Ahmedabad,3/6/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
431,Ahmedabad,3/7/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
432,Ahmedabad,3/8/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
433,Ahmedabad,3/9/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
434,Ahmedabad,3/10/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
435,Ahmedabad,3/11/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
436,Ahmedabad,3/12/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
437,Ahmedabad,3/13/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
438,Ahmedabad,3/14/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
439,Ahmedabad,3/15/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
440,Ahmedabad,3/16/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
441,Ahmedabad,3/17/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
442,Ahmedabad,3/18/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
443,Ahmedabad,3/19/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
444,Ahmedabad,3/20/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
445,Ahmedabad,3/21/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
446,Ahmedabad,3/22/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
447,Ahmedabad,3/23/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
448,Ahmedabad,3/24/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
449,Ahmedabad,3/25/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
450,Ahmedabad,3/26/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
451,Ahmedabad,3/27/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
452,Ahmedabad,3/28/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
453,Ahmedabad,3/29/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
454,Ahmedabad,3/30/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
455,Ahmedabad,3/31/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
456,Ahmedabad,4/1/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
457,Ahmedabad,4/2/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
458,Ahmedabad,4/3/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
459,Ahmedabad,4/4/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
460,Ahmedabad,4/5/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
461,Ahmedabad,4/6/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
462,Ahmedabad,4/7/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
463,Ahmedabad,4/8/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
464,Ahmedabad,4/9/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
465,Ahmedabad,4/10/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
466,Ahmedabad,4/11/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
467,Ahmedabad,4/12/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
468,Ahmedabad,4/13/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
469,Ahmedabad,4/14/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
470,Ahmedabad,4/15/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
471,Ahmedabad,4/16/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
472,Ahmedabad,4/17/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
473,Ahmedabad,4/18/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
474,Ahmedabad,4/19/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
475,Ahmedabad,4/20/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
476,Ahmedabad,4/21/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
477,Ahmedabad,4/22/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
478,Ahmedabad,4/23/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
479,Ahmedabad,4/24/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
480,Ahmedabad,4/25/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
481,Ahmedabad,4/26/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
482,Ahmedabad,4/27/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
483,Ahmedabad,4/28/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
484,Ahmedabad,4/29/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
485,Ahmedabad,4/30/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
486,Ahmedabad,5/1/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
487,Ahmedabad,5/2/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
488,Ahmedabad,5/3/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
489,Ahmedabad,5/4/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
490,Ahmedabad,5/5/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
491,Ahmedabad,5/6/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
492,Ahmedabad,5/7/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
493,Ahmedabad,5/8/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
494,Ahmedabad,5/9/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
495,Ahmedabad,5/10/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
496,Ahmedabad,5/11/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
497,Ahmedabad,5/12/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
498,Ahmedabad,5/13/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
499,Ahmedabad,5/14/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
500,Ahmedabad,5/15/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
501,Ahmedabad,5/16/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
502,Ahmedabad,5/17/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
503,Ahmedabad,5/18/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
504,Ahmedabad,5/19/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
505,Ahmedabad,5/20/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
506,Ahmedabad,5/21/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
507,Ahmedabad,5/22/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
508,Ahmedabad,5/23/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
509,Ahmedabad,5/24/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
510,Ahmedabad,5/25/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
511,Ahmedabad,5/26/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
512,Ahmedabad,5/27/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
513,Ahmedabad,5/28/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
514,Ahmedabad,5/29/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
515,Ahmedabad,5/30/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
516,Ahmedabad,5/31/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
517,Ahmedabad,6/1/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
518,Ahmedabad,6/2/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
519,Ahmedabad,6/3/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
520,Ahmedabad,6/4/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
521,Ahmedabad,6/5/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
522,Ahmedabad,6/6/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
523,Ahmedabad,6/7/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
524,Ahmedabad,6/8/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
525,Ahmedabad,6/9/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
526,Ahmedabad,6/10/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
527,Ahmedabad,6/11/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
528,Ahmedabad,6/12/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
529,Ahmedabad,6/13/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
530,Ahmedabad,6/14/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
531,Ahmedabad,6/15/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
532,Ahmedabad,6/16/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
533,Ahmedabad,6/17/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
534,Ahmedabad,6/18/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
535,Ahmedabad,6/19/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
536,Ahmedabad,6/20/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
537,Ahmedabad,6/21/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
538,Ahmedabad,6/22/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
539,Ahmedabad,6/23/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
540,Ahmedabad,6/24/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
541,Ahmedabad,6/25/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
542,Ahmedabad,6/26/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
543,Ahmedabad,6/27/2016,33.02,118.127,28.91,11.69,1.38,36.04
544,Ahmedabad,6/28/2016,27.29,118.127,28.12,9.81,1.61,39.26
545,Ahmedabad,6/29/2016,41.43,118.127,31.82,10.45,1.7,28.05
546,Ahmedabad,6/30/2016,30.16,118.127,15.99,10.41,1.6,23.76
547,Ahmedabad,7/1/2016,29.42,118.127,10.11,9.39,1.57,16.42
548,Ahmedabad,7/2/2016,20.87,118.127,7.49,9.04,1.6,14.27
549,Ahmedabad,7/3/2016,35.08,118.127,6.52,8.36,1.63,19.44
550,Ahmedabad,7/4/2016,40.23,118.127,2.79,8.68,1.69,15.16
551,Ahmedabad,7/5/2016,54.25,118.127,2.78,8.11,1.42,18.46
552,Ahmedabad,7/6/2016,49.04,118.127,1.65,7.38,1.44,15.33
553,Ahmedabad,7/7/2016,35.87,118.127,1.67,7.5,1.53,17.0
554,Ahmedabad,7/8/2016,46.3,118.127,1.8,7.3,1.8,24.0
555,Ahmedabad,7/9/2016,39.15,118.127,1.9,7.05,1.4,15.0
556,Ahmedabad,7/10/2016,45.3,118.127,2.5,6.7,0.9,27.0
557,Ahmedabad,7/11/2016,43.61,118.127,3.93,7.7,1.32,21.64
558,Ahmedabad,7/12/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
559,Ahmedabad,7/13/2016,34.89,118.127,11.73,24.46,14.6,82.14
560,Ahmedabad,7/14/2016,38.13,118.127,48.06,46.51,23.13,34.4914
561,Ahmedabad,7/15/2016,36.47,118.127,37.13,0.98,19.01,34.4914
562,Ahmedabad,7/16/2016,40.9,118.127,36.77,4.09,17.01,34.4914
563,Ahmedabad,7/17/2016,34.19,118.127,34.38,6.02,14.17,34.4914
564,Ahmedabad,7/18/2016,32.92,118.127,36.8,4.92,14.66,34.4914
565,Ahmedabad,7/19/2016,41.39,118.127,54.7,100.77,15.75,34.4914
566,Ahmedabad,7/20/2016,31.71,118.127,22.75,1.67,15.47,34.4914
567,Ahmedabad,7/21/2016,33.48,118.127,30.88,1.94,14.26,34.4914
568,Ahmedabad,7/22/2016,30.8,118.127,25.15,2.57,17.02,34.4914
569,Ahmedabad,7/23/2016,30.47,118.127,38.78,1.64,15.8,34.4914
570,Ahmedabad,7/24/2016,34.64,118.127,39.23,6.67,15.07,34.4914
571,Ahmedabad,7/25/2016,43.71,118.127,39.95,8.85,15.37,34.4914
572,Ahmedabad,7/26/2016,46.52,118.127,33.24,3.87,15.0,6.9
573,Ahmedabad,7/27/2016,36.54,118.127,20.32,18.76,16.78,11.46
574,Ahmedabad,7/28/2016,36.87,118.127,23.28,26.51,13.74,4.91
575,Ahmedabad,7/29/2016,46.19,118.127,29.66,86.72,14.31,4.77
576,Ahmedabad,7/30/2016,48.44,118.127,30.66,84.21,15.67,4.26
577,Ahmedabad,7/31/2016,40.18,118.127,28.27,72.58,14.63,4.33
578,Ahmedabad,8/1/2016,33.5,118.127,30.42,79.53,14.95,4.81
579,Ahmedabad,8/2/2016,29.36,118.127,29.75,83.72,15.31,3.68
580,Ahmedabad,8/3/2016,44.59,118.127,29.34,89.85,14.18,4.91
581,Ahmedabad,8/4/2016,50.65,118.127,13.0,10.63,13.06,6.21
582,Ahmedabad,8/5/2016,33.93,118.127,13.41,5.06,19.54,6.16
583,Ahmedabad,8/6/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
584,Ahmedabad,8/7/2016,43.9,118.127,28.09,2.77,15.37,0.61
585,Ahmedabad,8/8/2016,93.34,118.127,27.88,9.72,13.18,1.4
586,Ahmedabad,8/9/2016,38.06,118.127,22.63,6.96,14.75,3.47
587,Ahmedabad,8/10/2016,20.19,118.127,18.13,10.41,15.01,4.9
588,Ahmedabad,8/11/2016,10.45,118.127,17.81,12.59,14.26,5.87
589,Ahmedabad,8/12/2016,29.87,118.127,14.69,13.53,14.56,9.6
590,Ahmedabad,8/13/2016,60.18,118.127,13.25,8.64,15.3,13.19
591,Ahmedabad,8/14/2016,85.1,118.127,12.91,8.14,14.51,12.45
592,Ahmedabad,8/15/2016,55.55,118.127,13.45,8.38,16.6,11.84
593,Ahmedabad,8/16/2016,170.22,118.127,17.88,15.47,14.21,10.05
594,Ahmedabad,8/17/2016,35.05,118.127,16.07,7.66,16.13,9.81
595,Ahmedabad,8/18/2016,37.68,118.127,9.49,6.39,16.15,13.7
596,Ahmedabad,8/19/2016,32.78,118.127,12.1,6.08,12.29,13.13
597,Ahmedabad,8/20/2016,53.5,118.127,14.19,12.0,16.32,5.48
598,Ahmedabad,8/21/2016,48.24,118.127,15.52,10.91,16.16,5.98
599,Ahmedabad,8/22/2016,63.27,118.127,13.23,8.82,24.81,8.68
600,Ahmedabad,8/23/2016,40.43,118.127,10.29,7.42,12.24,5.0
601,Ahmedabad,8/24/2016,31.15,118.127,9.94,8.91,21.48,12.97
602,Ahmedabad,8/25/2016,33.76,118.127,12.22,9.15,17.68,8.36
603,Ahmedabad,8/26/2016,35.95,118.127,9.75,10.05,16.66,8.61
604,Ahmedabad,8/27/2016,58.07,118.127,8.67,10.51,21.2,19.87
605,Ahmedabad,8/28/2016,46.04,118.127,8.75,9.72,17.27,10.35
606,Ahmedabad,8/29/2016,52.27,118.127,9.23,10.79,19.62,9.14
607,Ahmedabad,8/30/2016,46.68,118.127,9.3,10.08,17.77,15.97
608,Ahmedabad,8/31/2016,44.59,118.127,7.39,10.47,17.62,11.2
609,Ahmedabad,9/1/2016,30.81,118.127,7.86,9.36,17.58,15.72
610,Ahmedabad,9/2/2016,47.67,118.127,8.39,9.63,16.95,18.89
611,Ahmedabad,9/3/2016,35.69,118.127,8.14,9.38,16.72,14.63
612,Ahmedabad,9/4/2016,36.44,118.127,7.07,9.59,17.76,14.99
613,Ahmedabad,9/5/2016,33.83,118.127,7.82,10.14,17.93,13.9
614,Ahmedabad,9/6/2016,34.23,118.127,7.14,10.17,18.76,13.79
615,Ahmedabad,9/7/2016,52.15,118.127,7.15,10.7,16.32,14.67
616,Ahmedabad,9/8/2016,35.99,118.127,8.65,9.91,19.29,18.16
617,Ahmedabad,9/9/2016,37.93,118.127,9.2,9.75,19.07,15.42
618,Ahmedabad,9/10/2016,31.94,118.127,7.84,9.5,16.87,14.27
619,Ahmedabad,9/11/2016,18.04,118.127,7.02,7.3,15.49,19.0
620,Ahmedabad,9/12/2016,27.9,118.127,9.55,9.52,14.48,21.74
621,Ahmedabad,9/13/2016,36.51,118.127,10.68,10.07,18.22,22.56
622,Ahmedabad,9/14/2016,55.71,118.127,12.86,11.17,17.75,21.14
623,Ahmedabad,9/15/2016,57.01,118.127,11.99,13.68,18.36,20.81
624,Ahmedabad,9/16/2016,53.94,118.127,12.54,10.01,18.85,24.79
625,Ahmedabad,9/17/2016,49.34,118.127,8.67,9.75,15.82,26.39
626,Ahmedabad,9/18/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
627,Ahmedabad,9/19/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
628,Ahmedabad,9/20/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
629,Ahmedabad,9/21/2016,42.22,118.127,9.74,10.17,14.36,14.84
630,Ahmedabad,9/22/2016,39.43,118.127,10.1,12.67,16.95,11.63
631,Ahmedabad,9/23/2016,42.33,118.127,9.31,11.31,19.61,15.38
632,Ahmedabad,9/24/2016,26.75,118.127,6.77,9.8,19.37,17.5
633,Ahmedabad,9/25/2016,34.16,118.127,5.46,9.66,18.59,17.44
634,Ahmedabad,9/26/2016,30.07,118.127,5.73,9.82,18.28,17.65
635,Ahmedabad,9/27/2016,25.54,118.127,5.56,9.5,15.28,16.47
636,Ahmedabad,9/28/2016,38.47,118.127,5.7,10.63,17.44,17.34
637,Ahmedabad,9/29/2016,42.55,118.127,6.59,10.36,17.85,20.24
638,Ahmedabad,9/30/2016,38.1,118.127,7.04,10.2,18.46,16.83
639,Ahmedabad,10/1/2016,27.22,118.127,6.34,12.02,17.38,12.94
640,Ahmedabad,10/2/2016,41.81,118.127,9.77,10.75,18.03,22.44
641,Ahmedabad,10/3/2016,75.03,118.127,9.47,11.23,17.61,41.28
642,Ahmedabad,10/4/2016,67.4506,118.127,28.5607,2.2486,14.532,34.4914
643,Ahmedabad,10/5/2016,30.48,118.127,7.43,16.49,18.79,6.38
644,Ahmedabad,10/6/2016,75.06,118.127,6.35,14.78,19.31,6.0
645,Ahmedabad,10/7/2016,85.36,118.127,7.59,14.48,7.63,20.62
646,Ahmedabad,10/8/2016,124.97,118.127,9.72,13.2,6.74,26.4
647,Ahmedabad,10/9/2016,86.63,118.127,6.39,11.74,9.97,20.38
648,Ahmedabad,10/10/2016,70.34,118.127,7.1,11.25,12.49,20.13
649,Ahmedabad,10/11/2016,50.49,118.127,5.04,10.91,13.29,22.39
650,Ahmedabad,10/12/2016,42.25,118.127,6.55,11.07,9.61,24.3
651,Ahmedabad,10/13/2016,48.23,118.127,9.01,11.09,18.51,18.52
652,Ahmedabad,10/14/2016,138.94,118.127,16.9,10.27,66.98,37.01
653,Ahmedabad,10/15/2016,155.68,118.127,19.69,16.66,61.24,33.7
654,Ahmedabad,10/16/2016,120.35,118.127,16.95,20.67,49.8,29.53
